iter:  7000.0 , lambda:  1 , alpha:  0.1 , kernel: rbf method:  cobyla , catol:  0.001 , initiator:  1e-05
c_init:  [6.22300636e-06 1.69693936e-06 6.47108542e-06 ... 1.37858120e-06
 6.16715669e-06 5.39234585e-06]
loss:  222.19312683161425
loss:  203.73587210399762
loss:  195.48274816554976
loss:  209.0392889880635
loss:  205.36466415198166
loss:  206.87824871676648
loss:  212.3437063369693
loss:  211.0212121423706
loss:  199.20188347268382
loss:  196.17489026239224
loss:  211.03842515762088
loss:  196.11706858317055
loss:  211.86701536105687
loss:  206.3332209887672
loss:  203.94550922855643
loss:  208.82655317591252
loss:  201.15323821584457
loss:  212.23164591901576
loss:  211.98313623133038
loss:  211.31982048089483
loss:  209.32094458118846
loss:  211.02965283741167
loss:  196.47175252315742
loss:  195.89098710280044
loss:  210.5908162607956
loss:  212.1523214107399
loss:  199.50320824207483
loss:  209.01666369183027
loss:  199.20915952897076
loss:  212.26980514134485
loss:  205.90478975969825
loss:  208.8457584846659
loss:  209.9221995648347
loss:  206.8769965089649
loss:  208.6762700768328
loss:  197.77956476963845
loss:  196.11270446537995
loss:  207.14035352204735
loss:  197.42406735843485
loss:  210.75560881712116
loss:  197.59323396626473
loss:  211.31576740901855
loss:  203.9482360099951
loss:  207.819488045001
loss:  213.12630718907207
loss:  212.20514698112876
loss:  210.35157896042372
loss:  207.28085384925177
loss:  210.3681265403301
loss:  203.53516143414265
loss:  209.44239848040027
loss:  210.96042223828928
loss:  209.6690741096495
loss:  212.082247464693
loss:  203.87762786584054
loss:  196.94231657314648
loss:  196.2365274523185
loss:  210.03686993131907
loss:  210.94689929601614
loss:  211.1905679144558
loss:  201.56832357904074
loss:  196.95473829241556
loss:  195.9198150492452
loss:  210.73593397658072
loss:  211.88072137627384
loss:  200.90012358354258
loss:  195.99010903254592
loss:  211.67960791993536
loss:  211.77810916875453
loss:  212.1770841234289
loss:  209.87409478947083
loss:  211.83904262125375
loss:  206.59614524048524
loss:  211.67323683351077
loss:  209.4527406017006
loss:  210.40928863748064
loss:  196.71681769517954
