iter:  600.0 , lambda:  1 , alpha:  0.3333333333333333 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [0.00082772 0.00046074 0.00070588 ... 0.00059199 0.00045758 0.0008822 ]
loss:  657.5101932086469
loss:  700.2521961942642
loss:  699.2816706576101
loss:  701.7398239843326
loss:  694.3292726565205
loss:  698.0578830570975
loss:  704.6972723012974
loss:  705.4669942232811
loss:  681.377330094193
loss:  657.9736792028132
loss:  704.526258393234
loss:  658.1770127213084
loss:  705.2731687289102
loss:  695.1014203168933
loss:  690.376547319976
loss:  701.4069765012413
loss:  684.5927560233804
loss:  705.171410879703
loss:  702.6776487861349
loss:  706.0268541271276
loss:  702.9600510477653
loss:  704.5005424129627
loss:  658.8956512490785
loss:  657.0802743288688
loss:  703.1665785962645
loss:  704.4720796924366
loss:  681.3770727046025
loss:  700.8577747777115
loss:  680.8775184035511
loss:  704.2866122201488
loss:  693.5869618273472
loss:  695.1232633137148
loss:  700.3995599042227
loss:  697.2346759854362
loss:  693.4779404929169
loss:  663.1954823766813
loss:  657.7311042963788
loss:  697.7083897672852
loss:  675.5359302723668
loss:  703.3795248398496
loss:  662.0913321448477
loss:  704.0014695102955
loss:  689.5612578855392
loss:  695.2794684348967
loss:  706.7561865116024
loss:  704.4045317824256
loss:  702.0111555795995
loss:  696.800619800911
loss:  702.0471956711649
loss:  687.9271873975014
loss:  701.5190676075846
loss:  704.690112036221
loss:  701.8784782121475
loss:  702.345620156335
loss:  688.5074790574704
loss:  675.611854054084
loss:  658.2379041309108
loss:  700.4964427462642
loss:  703.6492432478128
loss:  705.3031194906183
loss:  683.0689102411209
loss:  660.0227048964326
loss:  657.3204926251608
loss:  700.6450520749772
loss:  701.5133903673799
loss:  680.4387137470383
loss:  657.3776134954845
loss:  704.3421147069026
loss:  704.4032004798097
loss:  704.5250216889931
loss:  700.841989761657
loss:  704.390246384618
loss:  695.6754479356835
loss:  701.0933530716339
loss:  701.5423846745764
loss:  703.5033688201885
loss:  659.52547087841
loss:  688.4066405630064
loss:  705.6466930646885
loss:  700.4403135635288
loss:  703.9608749739565
loss:  702.7479019181233
loss:  686.2861273275349
loss:  663.0588195497277
loss:  704.3675459375014
loss:  704.4402291174088
loss:  658.0176629524606
loss:  703.6191202000332
loss:  703.7810160101822
loss:  703.0634894817777
loss:  700.1941322829621
loss:  704.4228392380224
loss:  684.5283942451713
loss:  687.9692883255534
loss:  704.8808188799118
loss:  686.2918136151901
loss:  701.5985685389079
loss:  701.6801152786003
loss:  703.805902969955
loss:  704.1944092829435
loss:  704.4155122202478
loss:  694.4356056979591
loss:  704.0317240483871
loss:  675.4338070761642
loss:  698.018137132045
loss:  704.4406287659657
loss:  688.7193740414556
loss:  704.427295956095
loss:  704.267820107246
loss:  706.4209194960011
loss:  700.5547514822655
loss:  703.3127661971411
loss:  663.1849389441065
loss:  701.508806222775
loss:  700.7472101468549
loss:  699.9847534932181
loss:  703.8904219983665
loss:  703.9852925059838
loss:  699.80131280336
loss:  704.3630723416254
loss:  698.0508869089826
loss:  696.8924378682229
loss:  699.832610769463
loss:  681.1566823261116
loss:  685.9529455147591
loss:  703.2630029655285
loss:  706.3977245350327
loss:  704.3865102744319
loss:  702.2504279325285
loss:  696.1899788943344
loss:  699.7505937199339
loss:  693.5428979852794
loss:  693.989695259668
loss:  695.9727383641372
loss:  706.7752312519827
loss:  664.4102855005674
loss:  704.431398745892
loss:  700.0663373089122
loss:  664.9729853568444
loss:  702.7070873821016
loss:  700.5703862754025
loss:  685.6592122013584
loss:  698.6467119863487
loss:  703.3833842478629
loss:  703.6177856223605
loss:  699.677072864178
loss:  700.5617573320437
loss:  698.5534762329993
loss:  704.6038844073944
loss:  703.9544010741737
loss:  697.2240200133729
loss:  688.67137947193
loss:  706.025388413267
loss:  700.3919167858315
loss:  684.7850310857251
loss:  699.5206216120514
loss:  702.0475361427118
loss:  700.5279831297869
loss:  702.5115956502718
loss:  700.5440746183443
loss:  698.5916667849261
loss:  703.9229709159571
loss:  703.5432345953051
loss:  693.9868597095083
loss:  688.5691892452314
loss:  704.260345097248
loss:  701.8593984271785
