iter:  500.0 , lambda:  1 , alpha:  0.0 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [6.19153627e-04 8.02731687e-04 1.07333612e-04 ... 7.11669698e-05
 8.22041961e-04 6.83782746e-04]
loss:  -1.8698852422437722
loss:  -0.5843313488921402
loss:  -0.5953053963961912
loss:  -0.5717508181970321
loss:  -0.6152540289306785
loss:  -0.6076070387269654
loss:  -0.6466652840624381
loss:  -0.5831720132682046
loss:  -4.069505243115634
loss:  -4.565116233650491
loss:  -4.22041191179146
loss:  -5.065710893699468
loss:  -4.760868580981323
loss:  -4.6747653532101765
loss:  -4.665703611288558
loss:  -4.666376459215349
loss:  -6.319489511201158
loss:  -7.054349484446569
loss:  -6.906331333710137
loss:  -6.700480885658456
loss:  -6.66243543489102
loss:  -6.702707288541577
loss:  -7.547072728197218
loss:  -8.042491691925267
loss:  -7.675210384801246
loss:  -7.762516794732038
loss:  -9.250769527016313
loss:  -9.758409231147645
loss:  -10.859503881785649
loss:  -11.655012375091085
loss:  -11.115367931110399
loss:  -11.532389770754026
loss:  -11.291157355229114
loss:  -11.045246869535163
loss:  -11.663784370819553
loss:  -12.148952968952614
loss:  -11.762160434918293
loss:  -10.778131403390327
loss:  -14.147224831121454
loss:  -13.78291808357283
loss:  -14.608137803200773
loss:  -14.291908239937634
loss:  -14.007460388557218
loss:  -14.183295160189349
loss:  -14.56737744608173
loss:  -14.808108971549647
loss:  -13.599925959813774
loss:  -13.53678214729162
loss:  -13.599153595730694
loss:  -13.58220823579052
loss:  -13.553652870607612
loss:  -13.600752624360222
loss:  -13.55498521581369
loss:  -13.881807709593424
loss:  -16.973213522201934
loss:  -17.94658572385357
loss:  -18.44134303394599
loss:  -19.187742889166977
loss:  -18.920600700735665
loss:  -18.94751603412805
loss:  -18.691623957321433
loss:  -19.665559743294345
loss:  -19.64016586435586
loss:  -19.527924575501146
loss:  -19.781218919955208
loss:  -21.84542575090108
loss:  -22.335550210890776
loss:  -22.174196875382833
loss:  -22.17324014166211
loss:  -22.217124965600885
loss:  -22.070153188128394
loss:  -22.18654063267126
loss:  -21.971120802212596
loss:  -22.330175371479317
loss:  -22.074225395989476
loss:  -22.123535554070042
loss:  -23.381883707355275
loss:  -24.598851678125495
loss:  -25.64667063993732
loss:  -25.63940294347191
loss:  -25.63180384667524
loss:  -25.581518219301355
loss:  -26.704399153757237
loss:  -26.195207431671875
loss:  -27.66080168904213
loss:  -27.597751662211547
loss:  -28.16211802822531
loss:  -28.186550365767186
loss:  -27.154644479833888
loss:  -27.164752095126268
loss:  -27.202267720024558
loss:  -27.158278711622827
loss:  -30.209547448532344
loss:  -31.24814182868431
