iter:  500.0 , lambda:  1 , alpha:  0.1111111111111111 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [0.00044823 0.00072101 0.00040794 ... 0.00017543 0.00010277 0.0002047 ]
loss:  217.9910716254835
loss:  233.3616134547101
loss:  233.02891667036056
loss:  233.86886107072047
loss:  231.36088124561965
loss:  232.61069373485142
loss:  234.82094266140672
loss:  235.1085230181094
loss:  223.93261892732912
loss:  217.8168159871299
loss:  234.637275637321
loss:  217.69689579293217
loss:  234.21367762664173
loss:  230.80761800692682
loss:  229.20737918984076
loss:  232.92205129111363
loss:  224.6168391654453
loss:  234.16792815600994
loss:  233.28785266559296
loss:  234.45747371268635
loss:  233.42230053647359
loss:  233.96093523573913
loss:  217.84100127089016
loss:  217.21785644041097
loss:  233.18300902890155
loss:  233.60501898480314
loss:  223.25860836873903
loss:  232.4044753088304
loss:  223.10078757097847
loss:  233.53603866864228
loss:  229.9647286439574
loss:  230.440528247399
loss:  232.2553540715132
loss:  231.17722544508788
loss:  229.85926843010654
loss:  219.0118003078812
loss:  218.09488007524118
loss:  231.33793467202366
loss:  221.34349376238404
loss:  233.2542404155981
loss:  218.634433521273
loss:  233.45947001934871
loss:  228.60113366615067
loss:  230.52742746350899
loss:  234.33186900755678
loss:  233.45935303571494
loss:  232.7972820179873
loss:  231.04813566087202
loss:  232.8102135385601
loss:  228.04751656876894
loss:  232.62778608867276
loss:  233.67547001627858
loss:  232.7504118890303
loss:  232.8511522029444
loss:  225.55608345754737
loss:  221.38764482051147
loss:  217.2546875797151
loss:  232.2862562293772
loss:  233.34398029988688
loss:  233.86746464028255
loss:  226.39524200015236
loss:  217.90215862567868
loss:  217.31500345772426
loss:  232.32065432535447
loss:  232.56045319873076
loss:  222.91293635294025
loss:  216.97307451337943
loss:  232.78888898197604
loss:  232.80991860013407
loss:  232.8447101789106
loss:  231.62362960644754
loss:  232.80335122933153
loss:  229.88945424505164
loss:  231.66679825172773
loss:  231.8550351454939
loss:  232.50851477291806
loss:  217.47594507420752
loss:  225.42416221950828
loss:  233.16214894260716
loss:  231.40205327961962
loss:  232.64682158468418
loss:  232.25344214604695
loss:  224.735893220587
loss:  218.7644772836613
loss:  232.789565985624
loss:  232.81922942267843
loss:  216.9206859058357
loss:  231.7403741275128
loss:  231.79977875652062
loss:  231.56057961426686
loss:  230.60270730087848
loss:  232.01270793805543
loss:  224.32322053294476
loss:  225.4120550442086
loss:  232.1616267950786
loss:  224.8756171515335
loss:  231.0723654426031
loss:  231.09361571849777
loss:  231.8086036388553
loss:  231.9384636409586
loss:  232.01090582589327
loss:  228.67913445139945
loss:  231.88405157283208
loss:  221.4150629822684
loss:  229.8769743332723
loss:  232.01993759820564
loss:  226.7701797024869
loss:  232.01527923819816
loss:  231.96008031870582
loss:  232.67972173310548
loss:  230.7217004942812
loss:  231.64359672852956
loss:  218.80950376231962
loss:  231.0426416032873
loss:  230.7856275542487
loss:  230.52778734712666
loss:  231.83723144377353
loss:  231.86738412030712
loss:  230.4718345701235
loss:  231.9924756389329
loss:  229.8860289700236
loss:  229.49976682848543
loss:  230.47976211781634
loss:  223.22023763798697
loss:  225.84727759073434
loss:  231.6225593935035
loss:  232.66961140470292
loss:  232.0008745838567
loss:  231.28982917805268
loss:  229.29216195392974
loss:  230.45347341641585
loss:  228.38064767921435
loss:  228.52993538404635
loss:  229.1932534555501
loss:  232.7945016360039
loss:  219.24833425663084
loss:  232.0163567772978
loss:  230.5690888240481
loss:  219.4425083947578
loss:  231.44240671014876
loss:  230.72844210603702
loss:  224.6766949852428
loss:  230.0853950287979
loss:  231.6681621674584
loss:  231.74296446229187
loss:  230.43051739436788
loss:  230.72284020098826
loss:  230.0538827805414
loss:  232.07385251780096
loss:  231.85484238887992
loss:  229.61014894444187
loss:  225.65341093429714
loss:  232.54876399814827
loss:  230.66861037272184
loss:  224.37041734377274
loss:  230.3717324959238
loss:  231.21945738909508
loss:  230.7134310176329
loss:  231.3772347631867
loss:  230.72345967156554
loss:  230.06686523201577
loss:  231.84841551548658
loss:  231.7166556282854
loss:  228.529177669727
loss:  226.7204074435546
loss:  231.96011688516043
loss:  231.15929554003574
loss:  217.76974182014754
loss:  231.6560839572314
loss:  229.2021046933199
loss:  225.40641197601738
loss:  232.21180171550918
loss:  231.1453138331779
loss:  232.26451468307005
loss:  225.5250707294418
loss:  231.6627342842863
loss:  220.65797369262927
loss:  231.36942768790885
loss:  231.06641860107115
loss:  224.95308814108407
loss:  231.64598902322982
loss:  226.91572154415775
loss:  230.0642338773466
loss:  230.3366108626349
loss:  226.9142533188366
loss:  231.92122134499286
loss:  230.96555293119846
loss:  231.24252292672173
loss:  225.10945950809878
loss:  229.224715126352
loss:  231.0617632079741
loss:  230.484973759804
loss:  230.72724639937456
loss:  230.8185771089183
loss:  227.11362221233466
loss:  223.19458495322505
loss:  231.6658282347066
loss:  216.7517110551605
loss:  230.63236131819303
loss:  229.47673215747704
loss:  229.00111491101407
loss:  228.27274578282194
loss:  229.1088848442104
loss:  230.07103821864547
loss:  225.29143682800603
loss:  225.21137630364808
loss:  225.70723918618964
loss:  230.57671762902876
loss:  230.1765652527074
loss:  228.56242044547386
loss:  227.8031860489394
loss:  229.43499122545862
loss:  225.7468266557586
loss:  218.34360164684986
loss:  230.63793709611835
loss:  229.68873927296312
loss:  230.58919280243668
loss:  225.87186330937251
loss:  217.42953601530843
loss:  230.6984960121149
loss:  224.36044917017728
loss:  226.62279936500323
loss:  217.23291834136995
loss:  230.3731314304413
loss:  227.02882722826786
loss:  230.60954194987815
loss:  223.538969893138
loss:  229.8445083940705
loss:  229.64069141084428
loss:  229.36234253515929
loss:  230.4584283952886
loss:  230.6024900894584
loss:  229.47892382689457
loss:  223.20927735027763
loss:  229.09195335170335
loss:  229.5782537507394
loss:  229.47476396197348
loss:  219.3414177268869
loss:  222.15393470790931
loss:  228.5616976671745
loss:  228.5609398959803
loss:  230.96817292835163
loss:  230.46672407614972
loss:  230.04363492833497
loss:  226.4258552161413
loss:  226.2023528007752
loss:  229.9872527158331
loss:  227.3200531916911
loss:  230.98770330043797
loss:  229.23924080068116
loss:  230.55414890581295
loss:  230.9817598655521
loss:  231.57682238106094
loss:  228.4879545208228
loss:  224.27151647771458
loss:  231.56555074614562
loss:  224.9845491616571
loss:  226.09690792595634
loss:  229.99744480083734
loss:  223.3694889213989
loss:  230.1523869353355
loss:  230.10524760415208
loss:  225.82419165108058
loss:  231.32796569424448
loss:  230.58763148759252
loss:  230.60339520470131
loss:  223.47516716966922
loss:  216.30999297393404
loss:  229.92941805450857
loss:  217.20689703204187
loss:  229.30726483670972
loss:  230.02358863252636
loss:  230.52574679671173
loss:  230.37347915606836
loss:  225.49691835562967
loss:  225.516870221415
loss:  230.012610744816
loss:  217.87411329911077
loss:  217.82787957638115
loss:  226.0693798918553
loss:  230.4424490397736
loss:  229.69257535458132
loss:  222.03956279639667
loss:  223.6836677212364
loss:  229.85599677372525
loss:  225.32547640552752
loss:  228.0405410939399
loss:  217.80760313548987
loss:  224.3719213560008
loss:  225.55557821614286
loss:  229.95926523994586
loss:  225.4402109321146
loss:  228.9069964909694
loss:  229.28290388178593
loss:  228.75631551719215
loss:  228.70530106179237
loss:  216.01369785952528
loss:  228.9714535373697
loss:  223.45810763502584
loss:  228.09869492499536
loss:  229.93220879011386
loss:  223.6018557250391
loss:  224.34552667338085
loss:  216.18234798767716
loss:  221.18587593097922
loss:  226.17883303425268
loss:  228.93587003638027
loss:  225.1794365688319
loss:  229.11496618777883
loss:  217.55619809732337
loss:  229.0642924207038
loss:  229.27562826086398
loss:  223.9608295941811
loss:  228.9746609621961
loss:  229.1792530852834
loss:  228.76681418119236
loss:  224.67844667211972
loss:  229.11533490485164
loss:  227.07317584713374
loss:  215.05743741656914
loss:  228.86584344746782
loss:  225.68449498712232
loss:  229.27409767030596
loss:  228.84990492407812
loss:  228.29573480741405
loss:  229.56270430539348
loss:  227.62325059650814
loss:  224.68606034988508
loss:  224.9443202364755
loss:  219.65274730979712
loss:  227.03864829216923
loss:  215.9333852430088
loss:  221.87515416246873
loss:  227.21499492226246
loss:  222.31863182455314
loss:  229.58271513858597
loss:  226.91885001519975
loss:  222.8882199663356
loss:  222.42332710102147
loss:  226.2123255307266
loss:  228.54069579582605
loss:  228.58009039741583
loss:  226.7747484683737
loss:  229.7670600032978
loss:  228.40397610138513
loss:  224.4766174264423
loss:  229.44271735082438
loss:  228.99830597246097
loss:  229.7545910339068
loss:  221.76003224178362
loss:  229.29801901706838
loss:  226.7553824717654
loss:  228.09380247608556
loss:  225.25223726101265
loss:  227.84380837890572
loss:  227.02649389697453
loss:  229.37178831195138
loss:  229.34958294373902
loss:  227.6331259491968
loss:  228.98342571789613
loss:  228.36469148944434
loss:  229.10255191413475
loss:  222.6171637619855
loss:  229.16810425900738
loss:  229.09488871860495
loss:  217.54256619158886
loss:  222.41916366129698
loss:  229.88383956788584
loss:  221.61601870460922
loss:  226.55347739008974
loss:  229.00758517140596
loss:  229.00195469383976
loss:  228.71162226236166
loss:  221.58769588296198
loss:  228.66467099538932
loss:  229.20541593389797
loss:  222.9021233923161
loss:  228.90849389442477
loss:  216.57737310743423
loss:  227.33446633442904
loss:  228.31188030824325
loss:  227.98677588581117
loss:  219.91604623258402
loss:  228.31947457596343
loss:  214.41158047870383
loss:  226.85184032874614
loss:  225.66084427639208
loss:  227.33523569627985
loss:  226.80749527365
loss:  226.3616072417224
loss:  215.28144754832476
loss:  225.93602350276024
loss:  224.29584527513248
loss:  228.19607430098924
loss:  227.60726427952548
loss:  214.8944208690621
loss:  222.62891939122824
loss:  226.20480789072715
loss:  227.32277020725152
loss:  227.02781580232946
loss:  226.4355986200543
loss:  227.5239932026808
loss:  222.5645401308995
loss:  227.7564072631834
loss:  227.74315458654078
