iter:  200.0 , lambda:  1 , alpha:  0.2222222222222222 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [0.00024132 0.00048131 0.00057169 ... 0.00027768 0.00048051 0.00056411]
loss:  438.62914511953284
loss:  469.5434597675967
loss:  468.88780190704995
loss:  470.5454988911919
loss:  465.5865370849184
loss:  468.0628116029497
loss:  472.4883850360679
loss:  473.0146586335916
loss:  449.7937721084941
loss:  438.77992426885777
loss:  472.409798957577
loss:  438.8264991464366
loss:  472.90399256311576
loss:  466.12623255448005
loss:  462.9465911375801
loss:  470.32115205073103
loss:  451.88057751556954
loss:  472.8222900130872
loss:  471.0963301491853
loss:  473.3803980606975
loss:  471.3188413839254
loss:  472.3931692531006
loss:  439.44523976436096
loss:  438.160269188884
loss:  471.3299959593463
loss:  472.1850920078624
loss:  449.64292362121876
loss:  469.7791252006955
loss:  449.3199444975092
loss:  472.05277211228866
loss:  464.93473354893246
loss:  465.91741170426656
loss:  469.4948152531183
loss:  467.3372715587557
loss:  464.7718668321378
loss:  442.4557747769527
loss:  438.34674741310386
loss:  467.6567565566895
loss:  445.81076124145943
loss:  471.4721856874675
loss:  441.5454094128724
loss:  471.8848033502558
loss:  462.2259422530196
loss:  466.0681247665956
loss:  473.6416862741591
loss:  471.9259903973188
loss:  470.56734287312804
loss:  467.0844860296077
loss:  470.5921902438718
loss:  461.1307285335962
loss:  470.22378828334524
loss:  472.31053793352186
loss:  470.4666822954453
loss:  470.7098337829614
loss:  454.30509899341143
loss:  445.8758522212969
loss:  438.63492050994154
loss:  469.55793008095674
loss:  471.6515805412437
loss:  472.6953478195536
loss:  457.8497951602485
loss:  440.0672290328405
loss:  438.34173680489573
loss:  469.63790204198295
loss:  470.1366590501804
loss:  449.008214251634
loss:  438.10422103835253
loss:  471.0124545932758
loss:  471.0542270361134
loss:  471.1304597257421
loss:  468.6916311682014
loss:  471.0436744543813
loss:  465.2362449491134
loss:  468.8122443140952
loss:  469.14383835967294
