iter:  600.0 , lambda:  1 , alpha:  0.1111111111111111 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [3.83727067e-04 5.67217563e-05 5.09807987e-05 ... 9.23110503e-04
 7.54284605e-04 9.98203588e-04]
loss:  218.16774741927549
loss:  233.77454530433462
loss:  233.4430202720684
loss:  234.27923499842115
loss:  231.78439603204453
loss:  233.02639210335082
loss:  235.20583584190473
loss:  235.5067318004768
loss:  223.68680248058294
loss:  217.99296803058743
loss:  235.03715457644682
loss:  217.86472136871305
loss:  234.6030651948553
loss:  231.22361727014507
loss:  229.6288714889295
loss:  233.32685922393418
loss:  224.3706706488612
loss:  234.55154240101746
loss:  233.65692029378542
loss:  234.84660475836893
loss:  233.8184934716171
loss:  234.3564827169059
loss:  218.01822474265828
loss:  217.38608170294762
loss:  233.58205277144393
loss:  233.9915034004758
loss:  223.02474603658013
loss:  232.80929509533507
loss:  222.86845350380636
loss:  233.91956782679583
loss:  230.3827861438337
loss:  230.8328592865002
loss:  232.65759514226048
loss:  231.5874594636823
loss:  230.24166257325496
loss:  219.23314254722516
loss:  218.27137902255444
loss:  231.74763742335736
loss:  221.122949898096
loss:  233.65249788509155
loss:  218.80109321460412
loss:  233.85415036240127
loss:  229.02348201045262
loss:  230.93587427659574
loss:  234.7004490990652
loss:  233.8027356053806
loss:  233.1980974721705
loss:  231.46185080395398
loss:  233.21115858602394
loss:  228.4701534260573
loss:  233.0312222271107
loss:  234.06692909212313
loss:  233.1533687263281
loss:  233.22326843714626
loss:  225.3000946002477
loss:  221.1689519725398
loss:  217.40798771692167
loss:  232.68751920336237
loss:  233.7412656259553
loss:  234.25353254954368
loss:  226.81955871068746
loss:  218.08646372275584
loss:  217.48538428328771
loss:  232.71341944175117
loss:  232.92930073797018
loss:  222.67441905025572
loss:  217.133382950591
loss:  233.17776628785194
loss:  233.19820295701018
loss:  233.2280468432519
loss:  232.0239853123598
loss:  233.1904933479056
loss:  230.30182246704584
loss:  232.03496699471225
loss:  232.25559098592987
loss:  232.90298317394124
loss:  217.6469119113711
loss:  225.17378643911147
loss:  233.5097455195665
loss:  231.7578732497765
loss:  233.02492514068513
loss:  232.64298151576895
loss:  224.49505240234132
loss:  218.97740807182996
loss:  233.17104860154967
loss:  233.2046874902866
loss:  217.070393336116
loss:  232.09915386685702
loss:  232.18495551860053
loss:  231.95108581274974
loss:  231.00111602784074
loss:  232.39022496402862
loss:  224.09877074186812
loss:  225.17550065078464
loss:  232.517867301407
loss:  224.64581887632363
loss:  231.4680968115698
loss:  231.4653323429911
loss:  232.1972539624657
loss:  232.3255092481294
loss:  232.39380230435003
loss:  229.08781095288745
loss:  232.2711089925189
loss:  221.21287227867225
loss:  230.27879990781702
loss:  232.4024137825417
loss:  227.184424693714
loss:  232.40159787825218
loss:  232.33439174963496
loss:  233.0523823738869
loss:  231.11447241864514
loss:  232.0339030628782
loss:  219.0119421393224
loss:  231.43828037706368
loss:  231.17458780660667
loss:  230.8985060607978
loss:  232.22523694447264
loss:  232.255046926024
loss:  230.87066705382895
loss:  232.36894154748813
loss:  230.28895565202114
loss:  229.90450503952903
loss:  230.86667612903696
loss:  222.99569494302727
loss:  226.2626310991946
loss:  231.99042820134147
loss:  233.0361043294475
loss:  232.38313827263664
loss:  231.6841255305643
loss:  229.60522656272198
loss:  230.8521975537308
loss:  228.7901259983909
loss:  228.93903304997
loss:  229.59877410513357
loss:  233.14826739439843
loss:  219.45181410627816
loss:  232.39872007989288
loss:  230.8899926953736
loss:  219.6465996854493
loss:  231.8353470812444
loss:  231.12620786190354
loss:  224.44896011135862
loss:  230.48585994310906
loss:  232.05867061830867
loss:  232.10094475600047
loss:  230.82940643284414
loss:  231.10525881605207
loss:  230.45263481934091
loss:  232.45866257182124
loss:  232.22712082833232
loss:  230.00996199629952
loss:  225.41195509845656
loss:  232.92331805211245
loss:  231.06294968320623
loss:  224.14366236251675
loss:  230.724205536964
loss:  231.60823510641498
loss:  231.10918940668967
loss:  231.77077847049947
loss:  231.04122441599958
loss:  230.467405839616
loss:  232.2363011837361
loss:  232.08557110914185
loss:  228.93827821943765
loss:  227.1346049246176
